id,source,url,domain,published_at,lang,title,description,image_url,image_path,label,label_source,full_text,text_length,word_count
6841c18afd60058169f976304917c710d32949e8,rss,https://www.lemonde.fr/politique/article/2026/07/09/il-a-la-vie-devant-lui-apres-un-an-a-penser-a-l-elysee-jordan-bardella-ramene-a-sa-condition-de-numero-deux_6722025_823448.html,lemonde.fr,2026-07-09T04:30:05+00:00,fr,"« Il a la vie devant lui » : après un an à penser à l’Elysée, Jordan Bardella ramené à sa condition de numéro deux","Le président du Rassemblement national a affiché un visage fermé lors de la première sortie de précampagne de Marine Le Pen, qu’il n’a pas même félicitée pour sa candidature à l’élection présidentielle de 2027. La décision de justice du 7 juillet dans l’affaire des assistants parlementaires européens devrait trancher les querelles de ligne.",https://img.lemde.fr/2026/07/08/0/0/4724/2362/644/322/60/0/7939869_upload-1-kvupyk3hfntk-mmagnin-le-pen-bardella-a-la-fleche-42.jpg,data/images/6841c18afd60058169f976304917c710d32949e8.jpg,unknown,none,"« Il a la vie devant lui » : après un an à penser à l’Elysée, Jordan Bardella ramené à sa condition de numéro deux. Le président du Rassemblement national a affiché un visage fermé lors de la première sortie de précampagne de Marine Le Pen, qu’il n’a pas même félicitée pour sa candidature à l’élection présidentielle de 2027. La décision de justice du 7 juillet dans l’affaire des assistants parlementaires européens devrait trancher les querelles de ligne.",458,78
1080049dc4394fd18552a184b28ccdb1e7b5dabf,rss,https://www.lemonde.fr/international/article/2026/07/09/au-sommet-de-l-otan-donald-trump-alterne-menaces-et-effusions-rassure-ses-allies-et-apporte-un-nouveau-soutien-a-l-ukraine_6722015_3210.html,lemonde.fr,2026-07-09T03:36:07+00:00,fr,"Au sommet de l’OTAN, Donald Trump alterne menaces et effusions, rassure ses alliés et apporte un nouveau soutien à l’Ukraine","En Turquie, le président américain, après avoir critiqué l’Espagne et rappelé ses visées sur le Groenland, a assuré de son engagement en faveur de la clause d’assistance mutuelle de l’Alliance et autorisé Kiev à produire sous licence des missiles Patriot.",https://img.lemde.fr/2026/07/08/0/0/5097/2548/644/322/60/0/8c1d9f0_ftp-1-e2ypfm424fop-2026-07-08t104306z-1833425710-rc2m9ma37b01-rtrmadp-3-nato-summit-trump.JPG,data/images/1080049dc4394fd18552a184b28ccdb1e7b5dabf.jpg,unknown,none,"Au sommet de l’OTAN, Donald Trump alterne menaces et effusions, rassure ses alliés et apporte un nouveau soutien à l’Ukraine. En Turquie, le président américain, après avoir critiqué l’Espagne et rappelé ses visées sur le Groenland, a assuré de son engagement en faveur de la clause d’assistance mutuelle de l’Alliance et autorisé Kiev à produire sous licence des missiles Patriot.",381,60
ab355db47a908eefd2f713afa416f0d21bf5880b,rss,https://www.lemonde.fr/planete/article/2026/07/09/le-haut-conseil-pour-le-climat-alerte-sur-l-urgence-de-changer-d-echelle-dans-les-politiques-climatiques_6722027_3244.html,lemonde.fr,2026-07-09T04:55:03+00:00,fr,Le Haut Conseil pour le climat alerte sur l’urgence de « changer d’échelle » dans les politiques climatiques,"Alors que la France subit une troisième canicule en moins de deux mois, l’instance dénonce le ralentissement de la décarbonation et les reculs de certaines politiques environnementales. Elle juge que le pays n’est pas préparé aux impacts croissants du réchauffement.",https://img.lemde.fr/2026/07/08/874/0/5608/2804/644/322/60/0/7248521_ftp-1-pw663ibx2hrm-5569202-01-06.jpg,data/images/ab355db47a908eefd2f713afa416f0d21bf5880b.jpg,unknown,none,"Le Haut Conseil pour le climat alerte sur l’urgence de « changer d’échelle » dans les politiques climatiques. Alors que la France subit une troisième canicule en moins de deux mois, l’instance dénonce le ralentissement de la décarbonation et les reculs de certaines politiques environnementales. Elle juge que le pays n’est pas préparé aux impacts croissants du réchauffement.",376,58
196ed4b745265b6cc3bc1212c67ca7d6f727695e,rss,https://www.lemonde.fr/international/article/2026/07/09/entre-l-iran-et-les-etats-unis-la-reprise-des-hostilites-illustre-la-grande-defiance-de-teheran-vis-a-vis-des-negociations_6722010_3210.html,lemonde.fr,2026-07-09T03:05:01+00:00,fr,"Entre l’Iran et les Etats-Unis, la reprise des hostilités illustre la grande défiance de Téhéran vis-à-vis des négociations","Les échanges de frappes entre les deux pays depuis la nuit de mardi à mercredi donnent des arguments à la frange ultraconservatrice du régime théocratique, qui considère les discussions avec Washington comme vaines, voire criminelles. Le cessez-le-feu ne tient plus qu’à un fil.",https://img.lemde.fr/2026/07/06/744/0/4432/2216/644/322/60/0/c9d4d74_ftp-1-uqs29kaulufr-2026-07-06t035729z-603456941-rc228mak9ddi-rtrmadp-3-iran-crisis-khamenei.JPG,data/images/196ed4b745265b6cc3bc1212c67ca7d6f727695e.jpg,unknown,none,"Entre l’Iran et les Etats-Unis, la reprise des hostilités illustre la grande défiance de Téhéran vis-à-vis des négociations. Les échanges de frappes entre les deux pays depuis la nuit de mardi à mercredi donnent des arguments à la frange ultraconservatrice du régime théocratique, qui considère les discussions avec Washington comme vaines, voire criminelles. Le cessez-le-feu ne tient plus qu’à un fil.",403,61
9af96a21c93cc9716ab4fbb2204ce8c471d3929b,rss,https://www.lemonde.fr/international/article/2026/07/09/aux-etats-unis-la-chute-du-democrate-gerald-platner-menace-d-empecher-le-parti-d-emporter-le-congres_6722026_3210.html,lemonde.fr,2026-07-09T04:30:05+00:00,fr,"Aux Etats-Unis, la chute du démocrate Graham Platner menace d’empêcher le parti d’emporter le Sénat","Le candidat aux sénatoriales de novembre dans l’Etat du Maine, représentant de l’aile gauche populiste qui bouscule le Parti démocrate, a dû jeter l’éponge, mercredi, après une série de scandales.",https://img.lemde.fr/2026/07/09/39/0/6000/3000/644/322/60/0/0e59d52_upload-1-jo3d0tvc7lvl-063-2280200612.jpg,data/images/9af96a21c93cc9716ab4fbb2204ce8c471d3929b.jpg,unknown,none,"Aux Etats-Unis, la chute du démocrate Graham Platner menace d’empêcher le parti d’emporter le Sénat. Le candidat aux sénatoriales de novembre dans l’Etat du Maine, représentant de l’aile gauche populiste qui bouscule le Parti démocrate, a dû jeter l’éponge, mercredi, après une série de scandales.",297,45
34108970b94cf73292bc4c0ca982c7aa53267374,newsdata,https://www.dakaractu.com/El-Talenton-Senegal-Gambie-2026-Samba-Sall-mobilise-le-monde-universitaire--autour-de-l-innovation-de-l_a274255.html,dakaractu.com,2026-07-23T23:02:00+00:00,fr,"El Talentón Sénégal & Gambie 2026 : Samba Sall mobilise le monde universitaire[...], autour de l'innovation, de l'entrepreneuriat et du développement","La première étape officielle d'El Talentón Sénégal & Gambie 2026, dédiée à l'innovation, à l'entrepreneuriat, à la recherche scientifique et à la coopération internationale entre le Sénégal et la Gambie, s'est tenue à l'Université Cheikh Anta Diop de Dakar. Placée sous le haut patronage de Son Excellence Monsieur Bassirou Diomaye Faye, Président de la République du Sénégal, et sous le marrainage de Madame Aminata Touré, Superviseure générale de la Coalition Diomaye Président, cette première étape a rassemblé des autorités universitaires, des chercheurs, des étudiants, des entrepreneurs, des partenaires techniques et financiers, des représentants des institutions publiques, des collectivités territoriales et des délégations internationales autour d'une ambition commune : faire de la jeunesse le principal moteur du développement économique, scientifique et technologique de l'Afrique. Sous l'impulsion de Samba Sall, Maire de Dabaly (département de Nioro) et Président de l'Alliance Internationale pour l'Espoir et le Développement (AIED), El Talentón est ainsi une plateforme internationale de coopération, de transfert de compétences, de mise en réseau des talents et de création d'opportunités économiques pour les jeunes et les femmes. Forte mobilisation des universitaires Des délégations issues des universités de Dakar, Ziguinchor, Bambey, Thiès et d'autres établissements d'enseignement supérieur ont répondu présent. Les étudiants ont présenté des projets innovants dans les domaines de l'agriculture intelligente, de l'intelligence artificielle, de la santé, de l'environnement, des technologies numériques, de l'économie verte, de l'éducation, des énergies renouvelables et de l'entrepreneuriat social, démontrant ainsi l'immense potentiel de la jeunesse sénégalaise. Les travaux ont également permis aux jeunes innovateurs d'échanger directement avec des universitaires, des experts, des entrepreneurs et des décideurs publics, ouvrant ainsi de nouvelles perspectives de financement, d'accompagnement technique et de partenariats. Dans son allocution, Samba Sall a rendu un vibrant hommage au Président Bassirou Diomaye Faye pour sa vision d'un Sénégal fondé sur la souveraineté, l'innovation, la valorisation du capital humain et l'entrepreneuriat des jeunes. Il a également salué l'engagement constant de Madame Aminata Touré, dont le soutien et les orientations ont largement contribué au succès de cette première étape. Le Président de l'AIED a insisté sur la nécessité de rapprocher les universités, les collectivités territoriales, les entreprises, les investisseurs et les partenaires internationaux afin de transformer les idées des jeunes en entreprises créatrices d'emplois, de richesse et de solutions concrètes pour les territoires. Il a également adressé ses chaleureuses félicitations au comité d'organisation dirigé par Madame Dia Thiam, enseignante-chercheure. La cérémonie a été honorée par la présence du Dr Abdoulaye Niane, Directeur général de la DER/FJ, représentant le Président de la République et Madame Aminata Touré. Enseignant-chercheur reconnu, il a livré un message fort en faveur de l'innovation, de l'entrepreneuriat et de l'accompagnement des jeunes et des femmes porteurs de projets. Dans son intervention, il a réaffirmé l'engagement de la DER/FJ à soutenir les initiatives innovantes, à favoriser l'accès au financement et à accompagner les entrepreneurs dans la création d'activités génératrices d'emplois. En effet, cette première étape a également permis de renforcer les liens entre les universités sénégalaises et les partenaires internationaux engagés dans El Talentón, ouvrant la voie à de futurs programmes de recherche, de formation, de mobilité académique, d'innovation et d'investissement. Au-delà de son caractère académique, El Talentón Sénégal & Gambie 2026 constitue désormais un véritable levier diplomatique, économique et territorial, favorisant les échanges entre les collectivités locales, les universités, les entreprises et les institutions publiques des deux pays. Après Dakar, la caravane poursuivra son parcours à Dabaly, où les populations, les autorités administratives, les élus, les organisations de femmes et de jeunes, les producteurs et les partenaires internationaux se retrouveront autour des questions de développement local, d'agriculture, d'emploi, d'autonomisation économique des femmes, de financement des projets et d'attractivité territoriale. L'événement se poursuivra ensuite en République de Gambie, où les autorités gambiennes, les universités, les entrepreneurs et les jeunes participeront à cette dynamique de coopération sous-régionale, renforçant ainsi les liens historiques entre les deux pays. En somme, l'objectif est de faire d'El Talentón Sénégal & Gambie une plateforme de référence en Afrique de l'Ouest, capable de connecter les talents, les universités, les collectivités territoriales, les investisseurs et les institutions autour d'une vision commune : faire de l'innovation, de la recherche scientifique, de l'entrepreneuriat et de la coopération internationale les piliers d'un développement inclusif, durable et créateur d'emplois pour la jeunesse africaine. www.dakaractu.com",https://www.dakaractu.com/photo/art/grande/97450448-67867358.jpg?v=1784847799,data/images/34108970b94cf73292bc4c0ca982c7aa53267374.jpg,unknown,none,"El Talentón Sénégal & Gambie 2026 : Samba Sall mobilise le monde universitaire[...], autour de l'innovation, de l'entrepreneuriat et du développement. La première étape officielle d'El Talentón Sénégal & Gambie 2026, dédiée à l'innovation, à l'entrepreneuriat, à la recherche scientifique et à la coopération internationale entre le Sénégal et la Gambie, s'est tenue à l'Université Cheikh Anta Diop de Dakar. Placée sous le haut patronage de Son Excellence Monsieur Bassirou Diomaye Faye, Président de la République du Sénégal, et sous le marrainage de Madame Aminata Touré, Superviseure générale de la Coalition Diomaye Président, cette première étape a rassemblé des autorités universitaires, des chercheurs, des étudiants, des entrepreneurs, des partenaires techniques et financiers, des représentants des institutions publiques, des collectivités territoriales et des délégations internationales autour d'une ambition commune : faire de la jeunesse le principal moteur du développement économique, scientifique et technologique de l'Afrique. Sous l'impulsion de Samba Sall, Maire de Dabaly (département de Nioro) et Président de l'Alliance Internationale pour l'Espoir et le Développement (AIED), El Talentón est ainsi une plateforme internationale de coopération, de transfert de compétences, de mise en réseau des talents et de création d'opportunités économiques pour les jeunes et les femmes. Forte mobilisation des universitaires Des délégations issues des universités de Dakar, Ziguinchor, Bambey, Thiès et d'autres établissements d'enseignement supérieur ont répondu présent. Les étudiants ont présenté des projets innovants dans les domaines de l'agriculture intelligente, de l'intelligence artificielle, de la santé, de l'environnement, des technologies numériques, de l'économie verte, de l'éducation, des énergies renouvelables et de l'entrepreneuriat social, démontrant ainsi l'immense potentiel de la jeunesse sénégalaise. Les travaux ont également permis aux jeunes innovateurs d'échanger directement avec des universitaires, des experts, des entrepreneurs et des décideurs publics, ouvrant ainsi de nouvelles perspectives de financement, d'accompagnement technique et de partenariats. Dans son allocution, Samba Sall a rendu un vibrant hommage au Président Bassirou Diomaye Faye pour sa vision d'un Sénégal fondé sur la souveraineté, l'innovation, la valorisation du capital humain et l'entrepreneuriat des jeunes. Il a également salué l'engagement constant de Madame Aminata Touré, dont le soutien et les orientations ont largement contribué au succès de cette première étape. Le Président de l'AIED a insisté sur la nécessité de rapprocher les universités, les collectivités territoriales, les entreprises, les investisseurs et les partenaires internationaux afin de transformer les idées des jeunes en entreprises créatrices d'emplois, de richesse et de solutions concrètes pour les territoires. Il a également adressé ses chaleureuses félicitations au comité d'organisation dirigé par Madame Dia Thiam, enseignante-chercheure. La cérémonie a été honorée par la présence du Dr Abdoulaye Niane, Directeur général de la DER/FJ, représentant le Président de la République et Madame Aminata Touré. Enseignant-chercheur reconnu, il a livré un message fort en faveur de l'innovation, de l'entrepreneuriat et de l'accompagnement des jeunes et des femmes porteurs de projets. Dans son intervention, il a réaffirmé l'engagement de la DER/FJ à soutenir les initiatives innovantes, à favoriser l'accès au financement et à accompagner les entrepreneurs dans la création d'activités génératrices d'emplois. En effet, cette première étape a également permis de renforcer les liens entre les universités sénégalaises et les partenaires internationaux engagés dans El Talentón, ouvrant la voie à de futurs programmes de recherche, de formation, de mobilité académique, d'innovation et d'investissement. Au-delà de son caractère académique, El Talentón Sénégal & Gambie 2026 constitue désormais un véritable levier diplomatique, économique et territorial, favorisant les échanges entre les collectivités locales, les universités, les entreprises et les institutions publiques des deux pays. Après Dakar, la caravane poursuivra son parcours à Dabaly, où les populations, les autorités administratives, les élus, les organisations de femmes et de jeunes, les producteurs et les partenaires internationaux se retrouveront autour des questions de développement local, d'agriculture, d'emploi, d'autonomisation économique des femmes, de financement des projets et d'attractivité territoriale. L'événement se poursuivra ensuite en République de Gambie, où les autorités gambiennes, les universités, les entrepreneurs et les jeunes participeront à cette dynamique de coopération sous-régionale, renforçant ainsi les liens historiques entre les deux pays. En somme, l'objectif est de faire d'El Talentón Sénégal & Gambie une plateforme de référence en Afrique de l'Ouest, capable de connecter les talents, les universités, les collectivités territoriales, les investisseurs et les institutions autour d'une vision commune : faire de l'innovation, de la recherche scientifique, de l'entrepreneuriat et de la coopération internationale les piliers d'un développement inclusif, durable et créateur d'emplois pour la jeunesse africaine. www.dakaractu.com.",5520,729
6d030efe3e3c93708b6e5e9a6d40f3dfc909e1d6,newsdata,https://www.lecharlevoisien.com/2026/07/23/photos-pierre-lapointe-donne-le-ton-au-festif/,lecharlevoisien.com,2026-07-23T23:00:00+00:00,fr,PHOTOS | Pierre Lapointe donne le ton au Festif!,"Pierre Lapointe a lancé de brillante façon la programmation de la scène Loto-Québec, au parc de la Virevolte, cet après-midi, en offrant une prestation chaleureuse devant une foule déjà bien installée. En grande forme et visiblement heureux d’être de retour au Festif!, l’artiste a multiplié les échanges avec les festivaliers. Fidèle à son style, il [...] The post PHOTOS | Pierre Lapointe donne le ton au Festif! appeared first on Le Charlevoisien .",https://www.lecharlevoisien.com/wp-content/uploads/2026/07/IMG_0693-scaled.jpeg,data/images/6d030efe3e3c93708b6e5e9a6d40f3dfc909e1d6.jpg,unknown,none,"PHOTOS | Pierre Lapointe donne le ton au Festif!. Pierre Lapointe a lancé de brillante façon la programmation de la scène Loto-Québec, au parc de la Virevolte, cet après-midi, en offrant une prestation chaleureuse devant une foule déjà bien installée. En grande forme et visiblement heureux d’être de retour au Festif!, l’artiste a multiplié les échanges avec les festivaliers. Fidèle à son style, il [...] The post PHOTOS | Pierre Lapointe donne le ton au Festif! appeared first on Le Charlevoisien .",514,82
fab1d4e63f5bf169b4bee3e29aec4530ca6b19ad,newsdata,https://www.lapresse.ca/arts/musique/2026-07-23/oliver-jones-1934-2026/l-histoire-d-une-longue-amitie-avec-le-festival-de-jazz.php,lapresse.ca,2026-07-23T23:00:00+00:00,fr,Oliver Jones 1934-2026 | L’histoire d’une longue amitié avec le Festival de jazz,"Un lien profond et durable a uni Oliver Jones au Festival international de jazz de Montréal (FIJM) où il s’est produit une bonne vingtaine de fois en 30 ans. Alain Simard, cofondateur de l’évènement et producteur du premier disque du pianiste, revient sur leur histoire.",https://mobile-img.lpcdn.ca/v2/924x/r3996/d298e21c1acf38dfbff1ce4b11a04f5a.jpg,data/images/fab1d4e63f5bf169b4bee3e29aec4530ca6b19ad.jpg,unknown,none,"Oliver Jones 1934-2026 | L’histoire d’une longue amitié avec le Festival de jazz. Un lien profond et durable a uni Oliver Jones au Festival international de jazz de Montréal (FIJM) où il s’est produit une bonne vingtaine de fois en 30 ans. Alain Simard, cofondateur de l’évènement et producteur du premier disque du pianiste, revient sur leur histoire.",357,58
b329a4f636f80af4da65ea288368b7fc3652e9c0,newsdata,https://fr.vietnamplus.vn/actualite-de-la-semaine-ouverture-du-troisieme-plenum-du-comite-central-du-parti-du-14e-mandat-post266267.vnp,fr.vietnamplus.vn,2026-07-23T23:00:00+00:00,fr,Actualité de la semaine : Ouverture du troisième Plénum du Comité central du Parti du 14e mandat,"Le Comité central du Parti communiste du Vietnam du 14e mandat a ouvert, le 20 juillet, son troisième Plénum, consacré à l’examen de questions majeures relatives à la mise en œuvre de la Résolution du 14e Congrès national sur l’édification du Parti, le renforcement du système politique et le développement du pays.",https://mediafr.vietnamplus.vn/images/f7bdd265dc3b1373bc7e1f8305ab7b24c38e90db431818c4088a1f76db3aa50da64255b1af859ea15eb8596f24372fe4766bd3cbac325ea555bcb9e9c40c4546/vnanet-plenum.jpg.webp,data/images/b329a4f636f80af4da65ea288368b7fc3652e9c0.webp,unknown,none,"Actualité de la semaine : Ouverture du troisième Plénum du Comité central du Parti du 14e mandat. Le Comité central du Parti communiste du Vietnam du 14e mandat a ouvert, le 20 juillet, son troisième Plénum, consacré à l’examen de questions majeures relatives à la mise en œuvre de la Résolution du 14e Congrès national sur l’édification du Parti, le renforcement du système politique et le développement du pays.",428,69
026b92db3e3601a0fb1933c749ff0145e01259e6,newsdata,http://www.cridem.org/C_Info.php?article=795192,cridem.org,2026-07-23T23:00:00+00:00,fr,Migration vers l’IPV6 : tous les opérateurs ont déployé le nouveau protocole,"M. Ahmed Salem Ould Bede, Ministre de la Transformation Numérique et de la Modernisation de l’Administration, a présidé une réunion du Comité...",http://www.cridem.org/media/photos/photo/mtnima_5857229116788.jpg,data/images/026b92db3e3601a0fb1933c749ff0145e01259e6.jpg,unknown,none,"Migration vers l’IPV6 : tous les opérateurs ont déployé le nouveau protocole. M. Ahmed Salem Ould Bede, Ministre de la Transformation Numérique et de la Modernisation de l’Administration, a présidé une réunion du Comité.",228,34
